Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget
The Prestige,53089891,107896006,45394364,40000000
The Party's Over,0,0,,1000000
The Postman,17650704,17650704,,80000000
Psycho Beach Party,267972,267972,,4000000
Psycho,21541218,37226218,,20000000
The Patriot,113330342,215300000,,110000000
Public Enemies,97104620,210379983,35026854,102500000
The Powerpuff Girls,11411644,16425701,,25000000
Pulse,20264436,29771485,,7500000
Punch-Drunk Love,17791031,24591031,,25000000
Punisher: War Zone,8050977,8199130,10872355,35000000
Push,31811527,44411527,16118548,38000000
Pushing Tin,8408835,8408835,,33000000
The Painted Veil,8060487,15118795,7574035,19400000
Pay it Forward,33508922,33508922,,40000000
Queen of the Damned,30307804,30307804,,35000000
The Quiet American,12987647,12987647,,20000000
All the Queen's Men,22723,22723,,15000000
Quarantine,31691811,36091811,13657408,12000000
The Queen,56441711,122840603,29161789,15000000
Quest for Camelot,22772500,38172500,,40000000
The Quiet,381420,381420,,900000
Quinceanera,1692693,2522787,,400000
Rabbit-Proof Fence,6199600,16199600,,7000000
Radio,52333738,53293628,,35000000
The Rainmaker,45916769,45916769,,40000000
Rambo,42754105,116754105,38751777,47500000
Random Hearts,31054924,63200000,,64000000
Rugrats in Paris,76501438,103284813,,30000000
Rugrats Go Wild,39402572,55443032,,25000000
Ratatouille,206445654,620495432,189134287,150000000
Ray,75305995,125305995,,40000000
BloodRayne,2405420,2405420,10828222,25000000
Rollerball,18990542,25852508,,70000000
Robin Hood,105269730,310885538,,210000000
Robots,128200012,260700012,,80000000
A Room for Romeo Brass,20097,20097,,5250000
Runaway Bride,152257509,308007919,,70000000
Racing Stripes,49772522,93772522,,30000000
Rocky Balboa,70269899,155720088,34669384,24000000
The Road to El Dorado,50802661,65700000,,95000000
Riding Giants,2276368,3216111,,2600000
Red Dragon,92955420,206455420,,78000000
The Reader,34192652,106107610,12359754,33000000
The Reaping,25126214,62226214,19812272,40000000
Rebound,16809014,17492014,,45000000
Recess: School's Out,36696761,44451470,,10000000
Redacted,65388,65388,,5000000
Red-Eye,57891803,95891803,,26000000
Reign Over Me,19661987,20081987,16021076,20000000
The Relic,33956608,33956608,,60000000
Religulous,13011160,13136074,7486708,2500000
Remember Me,19068240,55343435,9952465,16000000
"Remember Me, My Love",223878,223878,,6700000
Rent,29077547,31670620,31412380,40000000
The Replacements,44737059,50054511,,50000000
The Replacement Killers,19035741,19035741,,30000000
Resident Evil: Apocalypse,50740078,128940078,,50000000
Resident Evil: Extinction,50648679,146162920,34217549,45000000
Resident Evil: Afterlife 3D,46368993,149568993,,57500000
Resident Evil,40119709,103787401,,35000000
Return to Me,32662299,32662299,,24000000
Revolutionary Road,22911480,76989671,7642600,35000000
Be Kind Rewind,11175164,28505302,5162454,20000000
Reign of Fire,43061982,82150183,,60000000
Reindeer Games,23360779,23360779,,36000000
Rachel Getting Married,12796277,13326280,6635346,12000000
The Rugrats Movie,100494685,140894685,,28000000
Riding in Cars with Boys,29781453,29781453,,47000000
Ride With the Devil,630779,630779,,35000000
The Ring Two,75941727,161941727,,50000000
Rize,3278611,4462763,,700000
The Adventures of Rocky & Bullwinkle,26000610,35129610,,76000000
All the Real Girls,549666,703020,,1000000
Real Women Have Curves,5853194,5853194,,3000000
Son of Rambow: A Home Movie,1785505,10573083,,2000000
Romance and Cigarettes,551002,3231251,,11000000
Reno 911!: Miami,20342161,20342161,16323972,10000000
Rounders,22921898,22921898,,12000000
Rendition,9736045,20437142,6007008,27500000
The Rocker,6409528,8767338,7970409,15000000
Rock Star,16991902,19317765,,38000000
The Rookie,75600072,80693537,,22000000
Roll Bounce,17380866,17500866,,10000000
Romeo Must Die,55973336,91036760,,25000000
Ronin,41610884,41610884,,55000000
The Ballad of Jack and Rose,712294,712294,,1500000
Red Planet,17480890,33463969,,80000000
Requiem for a Dream,3635482,7390108,,4500000
Rat Race,56607223,86607223,,48000000
Rescue Dawn,5490423,7037886,24745520,10000000
The Real Cancun,3816594,3816594,,4000000
Restless,0,0,,15000000
Remember the Titans,115654751,136706683,,30000000
Righteous Kill,40081410,76781410,16209689,60000000
Road Trip,68525609,119739110,,16000000
The Ruins,17432844,22177122,10610865,25000000
Rules of Engagement,61322858,71719931,,60000000
The Rundown,47641743,80831893,,85000000
Running Scared,6855137,8345277,,17000000
Running With Scissors,6775659,7213629,1877732,12000000
Rush Hour 2,226164286,347425832,,90000000
Rush Hour 3,140125968,253025968,40854922,180000000
Rush Hour,141186864,245300000,,35000000
Rushmore,17105219,19080435,,10000000
R.V.,71724497,87524497,32041099,55000000
Ravenous,2062406,2062406,,12000000
Raise Your Voice,10411980,14811980,,15000000
Hotel Rwanda,23519128,33919128,,17500000
Sahara,68671925,121671925,,145000000
The Saint,61363304,169400000,,90000000
The Salon,139084,139084,,1500000
I Am Sam,40270895,40270895,,22000000
The Salton Sea,676698,676698,,18000000
Sex and the City 2,95347692,288347692,,95000000
Saved!,8886160,10102511,,5000000
Saving Silverman,19351569,19351569,,22000000
Saw,55185045,103096345,,1200000
Saw II,87025093,152925093,44699720,5000000
Saw III,80238724,163876815,47153811,10000000
Saw IV,63300095,134528909,31998452,10000000
Saw V,56746769,113146769,26535833,10800000
Saw VI,27693292,61259697,8308717,11000000
Say It Isn't So,5516708,5516708,,25000000
Say Uncle,5361,5361,,2000000
The Adventures of Sharkboy and Lavagirl in 3-D,39177684,69425966,,50000000
Seabiscuit,120277854,148336445,,86000000
A Scanner Darkly,5501616,7405084,,20000000
Scary Movie 2,71277420,141189101,,45000000
Scary Movie 3,110000082,155200000,,45000000
Scary Movie 4,90710620,178710620,22401247,40000000
Scooby-Doo 2: Monsters Unleashed,84185387,181185387,,25000000
Scooby-Doo,153294164,276294164,,84000000
About Schmidt,65005217,105823486,,30000000
The School of Rock,81261177,131161177,,20000000
School for Scoundrels,17807569,17807569,13739501,20000000
Scoop,10525717,39125717,,4000000
The Score,71069884,113542091,,68000000
Scream,103046663,173046663,,15000000
Scream 2,101363301,101363301,,24000000
Scream 3,89138076,161838076,,40000000
The Scorpion King,90580000,164529000,,60000000
George A. Romero's Survival of the Dead,101740,101740,943385,4200000
Stardust,38634938,135556675,25129402,70000000
Mar adentro,2086345,39686345,,13300000
Selena,35450113,35450113,,20000000
The Sentinel,36280697,77280697,17497571,60000000
September Dawn,901857,901857,,10100000
You Got Served,40066497,48066497,,8000000
Serving Sara,16930185,20146150,,29000000
Session 9,378176,1619602,,1500000
Seven Years in Tibet,37945884,131445884,,70000000
Sex and the City,152647258,416047258,85061666,57500000
Swordfish,69772969,147080413,,80000000
Something's Gotta Give,124685242,266685242,,80000000
Sugar Town,178095,178095,,250000
Shade,22183,22183,,6800000
Shadow of the Vampire,8279017,8279017,,8000000
Shaft,70327868,107190108,,53012938
The Shaggy Dog,61123569,87123569,28587103,60000000
Scary Movie,157019771,277200000,,19000000
Shaun of the Dead,13542874,29629128,,5000000
Shortbus,1985292,1985292,,2000000
She's All That,63465522,63465522,,10000000
She's the Man,33889159,56889159,33340509,25000000
Sherrybaby,199176,622806,,2000000
Shallow Hal,70836296,70836296,,40000000
Silent Hill,46982632,99982632,22104517,50000000
Shutter Island,128012934,294512934,22083616,80000000
Shakespeare in Love,100317794,279500000,,26000000
In the Shadow of the Moon,1134358,1134358,,2000000
Sherlock Holmes,209028679,518249844,42276167,80000000
She's Out of My League,31628317,49219151,7889235,20000000
Shooter,47003582,95203582,57333255,60000000
Shrek,267655011,484399218,,50000000
Shrek 2,441226247,919838758,,70000000
Shrek the Third,322719944,798958162,176400340,160000000
Shrek Forever After,238395990,729395990,,165000000
Shark Tale,160861908,367275019,,75000000
Shattered Glass,2207975,2932719,,6000000
Stealing Harvard,13973532,13973532,,25000000
Showtime,37948765,78948765,,85000000
Sicko,24538513,33538513,17438209,9000000
The Siege,40934175,116625798,,70000000
Signs,227965690,408265690,,70702619
Simon Birch,18253415,18253415,,20000000
A Simple Wish,8165213,8165213,,28000000
The Simpsons Movie,183135014,527071022,96359085,72500000
Sinbad: Legend of the Seven Seas,26483452,80767884,,60000000
Sin City,74103820,158753820,,40000000
The Singing Detective,336456,524747,,8000000
The Sixth Sense,293506292,672806292,,40000000
Super Size Me,11529368,29529368,,65000
The Skeleton Key,47907715,92907715,,40000000
The Skulls,35007180,35007180,,15000000
Sky High,63939454,81627454,,60000000
Slackers,4814244,4814244,,11000000
Ready to Rumble,12372410,12372410,,24000000
Soldier,14623082,14623082,,75000000
Sleepy Hollow,101068340,207068340,,70000000
Lucky Number Slevin,22495466,55495466,26858545,27000000
The Secret Life of Bees,37766350,39612166,17077991,11000000
Hannibal,165092266,350100280,,87000000
Southland Tales,275380,364607,,17000000
Slow Burn,1237615,1237615,893953,15500000
Sleepover,9408183,9408183,,10000000
The Bridge of San Luis Rey,49981,1696765,,24000000
Slither,7802450,12834936,7475776,15250000
Slumdog Millionaire,141319928,365257315,31952272,14000000
Slums of Beverly Hills,5502773,5502773,,5000000
Small Soldiers,55143823,71743823,,40000000
Mr. And Mrs. Smith,186336279,478336279,,110000000
Smokin' Aces,35662731,56047261,35817034,17000000
Someone Like You,27338033,38684906,,23000000
Death to Smoochy,8355815,8374062,,50000000
Simply Irresistible,4398989,4398989,,6000000
Summer Catch,19693891,19693891,,17000000
There's Something About Mary,176484651,360099999,,22000000
Snake Eyes,55591409,103891409,,73000000
Snakes on a Plane,34020814,62020814,23704179,33000000
Lemony Snicket's A Series of Unfortunate Events,118627117,201627117,,100000000
House of Sand and Fog,13005485,16157923,,16500000
A Sound of Thunder,1900451,6300451,,80000000
See No Evil,15032800,15387513,45391536,8000000
The Shipping News,11405825,24405825,,35000000
Shanghai Knights,60470220,60470220,,50000000
Shanghai Noon,56932305,71189835,,55000000
Snow Dogs,81150692,115010692,,32000000
Snow Falling on Cedars,14378353,14378353,,36000000
Sunshine,3688560,32030610,6342481,40000000
Snatch,30093107,83593107,,10000000
Snow Day,60008303,62452927,,13000000
Sorority Boys,10198766,12516222,,12000000
Solaris,14970038,14970038,,47000000
Solitary Man,4354546,4354546,,12500000
The Soloist,31720158,38286958,10310814,60000000
Songcatcher,3050934,3050934,,1800000
Sonny,17639,17639,,4000000
Standard Operating Procedure,228830,228830,,5000000
The Sorcerer's Apprentice,62492818,200092818,,160000000
Soul Food,43492389,43492389,,7500000
Soul Plane,13922211,14553807,,16000000
"South Park: Bigger, Longer & Uncut",52037603,52037603,,21000000
Space Jam,90463534,250200000,,80000000
Spanglish,42044321,54344321,,75000000
Spawn,54979992,87949859,,40000000
Superbad,121463226,169863226,134555373,17500000
SpongeBob SquarePants,85416609,140416609,,30000000
Space Chimps,30105968,59517784,13349286,37000000
Space Cowboys,90454043,128874043,,65000000
Spider,1641788,1641788,,10000000
Speed Racer,43945766,93394462,14217924,120000000
The Spiderwick Chronicles,71195053,162839667,27525903,92500000
Speedway Junky,17127,17127,,1000000
Speed II: Cruise Control,48097081,150468000,,110000000
Sphere,37068294,50168294,,73000000
Spiceworld,29342592,56042592,,25000000
Spider-Man 2,373524485,783705001,4196484,200000000
Spider-Man 3,336530303,890871626,124058348,258000000
Spider-Man,403706375,821708551,,139000000
Scott Pilgrim vs. The World,31167395,43149143,,85000000
See Spot Run,33357476,43057552,,16000000
Superman Returns,200120000,391120000,81580739,232000000
Supernova,14218868,14218868,,60000000
Spirited Away,10049886,274949886,,19000000
Spun,410241,1022649,,4500000
Spy Game,62362560,143049560,,90000000
Spy Kids 2: The Island of Lost Dreams,85846296,119721296,,38000000
Spy Kids 3-D: Game Over,111760631,167851995,,40000000
Spy Kids,112692062,197692062,,35000000
The Square,406216,406216,,1900000
The Squid and the Whale,7372734,11098131,,1500000
Serendipity,50255310,75294136,,28000000
Saint Ralph,795126,795126,,5200000
Shaolin Soccer,488872,42776032,,10000000
Superstar,30628981,30628981,,14000000
Soul Survivors,3100650,4288246,,14000000
Spirit: Stallion of the Cimarron,73215310,106515310,,80000000
Star Wars Ep. II: Attack of the Clones,310676740,656695615,,115000000
Star Wars Ep. III: Revenge of the Sith,380270577,848998877,,115000000
Starship Troopers,54768952,121100000,,100000000
The Station Agent,5801558,7773824,,500000
Stay Alive,23086480,23187506,13333591,20000000
Small Time Crooks,17266359,29934477,,18000000
Steel,1686429,1686429,,16000000
How Stella Got Her Groove Back,37672944,37672944,,20000000
The Stepford Wives,59475623,96221971,,100000000
Stepmom,91137662,119709917,,50000000
Stomp the Yard,61356221,76356221,33252252,14000000
Stranger Than Fiction,40435190,45235190,30936711,30000000
The Legend of Suriyothai,454255,454255,,9000000
Stick It,26910736,30399714,27642935,20000000
Stigmata,50041732,89441732,,32000000
A Stir of Echoes,21133087,21133087,,12000000
Street Kings,26415649,65589243,13420759,20000000
Stuart Little,140015224,298800000,,105000000
Stuart Little 2,64956806,166000000,,120000000
Stealth,32116746,76416746,,138000000
Steamboy,468867,10468867,,20000000
The Statement,765637,1545064,,27000000
Stolen Summer,119841,119841,,1500000
Stop-Loss,10915744,11179472,4736139,25000000
The Perfect Storm,182618434,328711434,,120000000
The Story of Us,27100030,27100030,,50000000
The Stepfather,29062561,29227561,6587798,20000000
State of Play,37017955,91445389,13578224,60000000
The Sisterhood of the Traveling Pants 2,44089964,44154645,15266725,27000000
Sisterhood of the Traveling Pants,39053061,41560117,,25000000
Step Up,65328121,115328121,51317604,12000000
The Straight Story,6197866,6197866,,10000000
Star Trek: First Contact,92027888,150000000,,46000000
Star Trek: Insurrection,70187658,117800000,,70000000
Star Trek: Nemesis,43254409,67312826,,60000000
Alex Rider: Operation Stormbreaker,659210,9351567,,40000000
The Strangers,52597610,80597610,15789825,9000000
Super Troopers,18492362,23046142,,3000000
Strangers with Candy,2072645,2077844,,2000000
Star Wars Ep. I: The Phantom Menace,431088297,924288297,,115000000
Stuck On You,33832741,63537164,,55000000
Step Up 2 the Streets,58017783,150017783,21801408,17500000
The Sum of All Fears,118471320,193500000,,68000000
Sunshine State,3064356,3064356,,5600000
Supercross,3102550,3252550,,30000000
Surf's Up,58867694,145395745,46260220,100000000
Surrogates,38577772,119668350,11099238,80000000
Summer of Sam,19288130,19288130,,22000000
Savage Grace,434417,968805,,4600000
Saving Private Ryan,216335085,481635085,,65000000
S.W.A.T.,116877597,198100000,,70000000
Sideways,71502303,109705641,,17000000
Shall We Dance?,57887882,118097882,,40000000
Secret Window,47958031,92958031,,40000000
Swept Away,598645,598645,,10000000
Swimming Pool,10130108,22441323,,7800000
The Sidewalks of New York,2402459,3100834,,1000000
Swimfan,28563926,28563926,,10000000
Sweet November,25288103,65754228,,40000000
Sydney White,11892415,12778631,6828112,16500000
Switchback,6504442,6504442,,38000000
Star Wars: The Clone Wars,35161554,68161554,22831563,8500000
The Sweetest Thing,24430272,44633441,,43000000
"Six Days, Seven Nights",74339294,164800000,,80000000
Sex Drive,8402485,10412485,10245880,19000000
Sexy Beast,6946056,6946056,,4300000
Chinjeolhan geumjassi,211667,23471871,,4500000
"Synecdoche, New York",3081925,3081925,,20000000
Syriana,50824620,95024620,15415665,50000000
Suspect Zero,8712564,8712564,,27000000
Tadpole,2891288,3200241,,150000
Tailor of Panama,13491653,27491653,,18000000
Taken,145000989,225461461,67315399,25000000
Take the Lead,34742066,65742066,21100670,30000000
Talladega Nights: The Ballad of Ricky Bobby,148213377,163013377,84838372,73000000
The Talented Mr. Ripley,81292135,81292135,,40000000
Tarnation,592014,1162014,,218
Taxman,9871,9871,,3500000
Thunderbirds,6768055,28231444,,55000000
The Best Man,34102780,34572780,,9000000
Book of Shadows: Blair Witch 2,26421314,47721314,,15000000
The Cave,15007991,27147991,,30000000
This Christmas,49121934,49778552,17922664,13000000
The Core,31111260,74132631,,85000000
The Thomas Crown Affair,69304264,124304264,,48000000
The Damned United,449865,4054204,,6400000
The Tale of Despereaux,50877145,88717945,26233404,60000000
Team America: World Police,32774834,50274834,,20000000
Tea with Mussolini,14395874,14395874,,14000000
Tears of the Sun,43632458,85632458,,75000000
The Big Tease,185577,185577,,4000000
Not Another Teen Movie,37882551,62401343,,15000000
Teeth,347578,2300349,,2000000
Bridge to Terabithia,82234139,136934139,41383048,25000000
Terminator 3: Rise of the Machines,150358296,433058296,,170000000
Terminator Salvation: The Future Begins,125322469,371628539,28434778,200000000
Transformers,319246193,708272592,290787166,151000000
Transformers: Revenge of the Fallen,402111870,836303693,217509899,210000000
"The Goods: Live Hard, Sell Hard",15122676,15122676,,10000000
The Greatest Game Ever Played,15331289,15425073,37687804,25000000
The Ghost Writer,15541549,63241549,3354366,45000000
Joheunnom nabbeunnom isanghannom,128486,42226657,,10000000
The Beach,39778599,39778599,,50000000
The Box,15051977,26341896,3907625,25000000
The Wild Thornberrys,40108697,60694737,,25000000
Bug,7006708,7006708,1251654,4000000
They,12840842,12840842,,17000000
The Eye,31418697,56706727,12319404,12000000
The Fog,29511112,37048526,,18000000
The Thin Red Line,36400491,36400491,,52000000
Thirteen Days,34566746,66554547,,80000000
The Kid,69688384,69688384,,65000000
The Man,8330720,10393696,,20000000
House on Haunted Hill,40846082,40846082,,19000000
The One,43905746,43905746,,49000000
Gwoemul,2201923,89006691,,12000000
Thr3e,1008849,1060418,,2400000
Three to Tango,10570375,10570375,,20000000
The Thirteenth Floor,11810854,11810854,,16000000
The 13th Warrior,32698899,61698899,,125000000
The Tuxedo,50586000,50586000,,60000000
The Tigger Movie,4554533,55159800,,20000000
Timeline,19480739,26703184,,80000000
The Adventures of Tintin: Secret of the Unicorn,0,0,,130000000
Thirteen,4601043,6302406,,2000000
Titan A.E.,22751979,36751979,,75000000
Titanic,600788188,1842879955,,200000000
The Kids Are All Right,20553799,20553799,,4000000
The League of Extraordinary Gentlemen,66465204,179265204,,78000000
The Time Machine,56684819,98983590,,80000000
Tomcats,13558739,13558739,,11000000
The Mist,25593755,54777490,29059367,13000000
TMNT,54149098,95009888,30836109,35000000
Tomorrow Never Dies,125304276,339504276,,110000000
The Royal Tenenbaums,52353636,71430876,,28000000
Lara Croft: Tomb Raider: The Cradle of Life,65653758,156453758,,90000000
Lara Croft: Tomb Raider,131144183,274644183,,94000000
The Day After Tomorrow,186740799,544272402,,125000000
Topsy Turvy,6201757,6201757,,20000000
Torque,21176322,46176322,,40000000
The Others,96522687,209947037,,17000000
The Town,30980607,33180607,,37000000
Toy Story 2,245852179,484966906,,90000000
Toy Story 3,410640665,1046340665,,200000000
The Taking of Pelham 123,65452312,148989667,23048229,110000000
Treasure Planet,38120554,91800000,,100000000
Traffic,124107476,208300000,,48000000
Thomas and the Magic Railroad,15911332,15911332,,19000000
Training Day,76261036,104505362,,45000000
Traitor,23530831,27664173,13547082,22000000
Trapped,6916869,6916869,,30000000
The Ring,129094024,249094024,,48000000
Trippin',9017070,9017070,,3000000
Star Trek,257730019,385680447,98317480,140000000
The Terminal,77073959,218673959,,75000000
Transamerica,9015303,15151744,3927958,1000000
The Transporter 2,43095856,85095856,,32000000
The Transporter,25296447,43928932,,21000000
The Road,8114270,23914270,6599387,25000000
Tropic Thunder,110461307,188163455,50387300,90000000
Troy,133298577,497398577,,150000000
xXx,141930000,267200000,,70000000
Ta Ra Rum Pum,872643,9443864,,7400000
The Truman Show,125618201,248400000,,60000000
Trust the Man,1530535,2548378,,9000000
Where the Truth Lies,872142,1415656,,25000000
Tarzan,171091819,448191819,,145000000
The Secret in Their Eyes,6374789,6374789,,3500000
Tsotsi,2912606,9879971,,3000000
Teacher's Pet: The Movie,6491969,6491969,,10000000
The Time Traveler's Wife,63414846,98666635,19814283,39000000
The Touch,0,5918742,,20000000
Tuck Everlasting,19161999,19344615,,15000000
Thumbsucker,1328679,1919197,,4000000
Turbulence,11532774,11532774,,55000000
Turistas,7027762,14321070,3507046,10000000
The Wash,10097096,10097096,,4000000
Two Girls and a Guy,2057193,2315026,,1000000
The Wild,37384046,99384046,43063958,80000000
Twilight,15055091,15055091,,20000000
Twisted,25195050,40119848,,50000000
The Twilight Saga: New Moon,296623634,702623634,162665819,50000000
The Twilight Saga: Eclipse,300155447,688155447,,68000000
Twilight,192769854,396439854,193591463,37000000
Town & Country,6712451,10364769,,105000000
200 Cigarettes,6852450,6852450,,6000000
The Texas Chainsaw Massacre: The Beginning,39517763,50517763,15943146,16000000
The Texas Chainsaw Massacre,80571655,107071655,,9000000
Texas Rangers,623374,623374,,38000000
Tom yum goong,12044087,43044087,13125985,5700000
Thank You For Smoking,24793509,39232211,16660404,7500000
U2 3D,10363341,22664070,,15000000
U-571,77086030,127630030,,62000000
Undercover Brother,38230435,38230435,,25000000
Underclassman,5654777,5654777,,25000000
Dodgeball: A True Underdog Story,114326736,167726736,,30000000
The Ugly Truth,88915214,203115214,33619971,38000000
Ultraviolet,18522064,20722064,14141779,30000000
Unaccompanied Minors,16655224,21949214,7060674,25000000
Unbreakable,94999143,248099143,,73243106
The Unborn,42670410,77208315,11045109,16000000
Undead,41196,187847,,750000
Underworld,51970690,95708457,,22000000
Undiscovered,1069318,1069318,,9000000
Undisputed,12398628,12398628,,20000000
Underworld: Evolution,62318875,111318875,47003121,45000000
An Unfinished Life,8535575,18535575,21172686,30000000
Unfaithful,52752475,119114494,,50000000
Universal Soldier II: The Return,10447421,10717421,,40000000
,26403,3080493,,3700000
Danny the Dog,24537621,49037621,,43000000
Untraceable,28687835,52649951,19710582,35000000
Up,293004164,731304609,178459329,175000000
Up in the Air,83823381,166077420,17124041,30000000
The Upside of Anger,18761993,27361993,,12000000
Urban Legend,38116707,72571864,,14000000
Urban Legends: Final Cut,21468807,38574362,,15000000
Urbania,1032075,1032075,,225000
Valkyrie,83077470,198686497,26715008,75000000
Valiant,19478106,61746888,,35000000
Valentine,20384136,20384136,,10000000
Cirque du Freak: The Vampire's Assistant,14046595,34372469,6377527,40000000
The Legend of Bagger Vance,30695227,39235486,,60000000
Raising Victor Vargas,2073984,2811439,,800000
In the Valley of Elah,6777741,24489150,3182650,23000000
Venom,881745,881745,,25000000
Venus,3347411,4022411,,6000000
Vanity Fair,16123851,19123851,,23000000
V for Vendetta,70511035,132511035,58723721,50000000
The Velocity of Gary,34145,34145,,4000000
Van Helsing,120150546,300150546,,170000000
The Village,114197520,260197520,,71682975
The Virgin Suicides,4859475,4859475,,6000000
Virus,14010690,30626690,,75000000
The Visitor,9427026,16194905,,4000000
A Very Long Engagement,6167817,59606587,,55000000
Vertical Limit,68473360,213500000,,75000000
Vampires,20268825,20268825,,20000000
Vanilla Sky,100614858,202726605,,70000000
Volcano,47546796,120100000,,90000000
Volver,12899867,85599867,,9400000
Kurtlar vadisi - Irak,0,24906717,,8300000
The Flintstones in Viva Rock Vegas,35231365,59431365,,58000000
Varsity Blues,52894169,54294169,,16000000
Valentine's Day,110485654,215771698,17250458,52000000
National Lampoon's Van Wilder,21005329,37975553,,6000000
The Wackness,2077046,2635650,,6000000
Wag the Dog,43057470,64252038,,15000000
Wah-Wah,234750,463039,,7000000
Waiting...,16124543,16285543,37517657,1125000
Waking Ned Devine,24793251,55193251,,3000000
WALL-E,223808164,532743103,142201722,180000000
War,22466994,40666994,27148376,25000000
"War, Inc.",580862,1296184,910568,10000000
Red Cliff,627047,119627047,,40000000
The War of the Worlds,234280354,591745532,,132000000
Watchmen,107509799,184068357,52112827,138000000
Water,5529144,8119205,,3000000
Waitress,19097550,22202180,23127549,1500000
The Wendell Baker Story,127188,127188,,8000000
Winter's Bone,5951693,5951693,,2000000
Wonder Boys,19389454,33422485,,35000000
Waltz with Bashir,2283849,11125664,,2000000
White Chicks,69148997,111448997,,20000000
Wolf Creek,16186348,27649774,8898756,1100000
The Wedding Planner,60400856,94728529,,28000000
Wonderland,1060512,1060512,,5500000
Taking Woodstock,7460204,10061080,,29000000
The Widow of St. Pierre,3058380,3058380,,13000000
The Wedding Crashers,209218368,283218368,,40000000
The Wedding Date,31726995,47175038,,15000000
Tumbleweeds,1350248,1788168,,312000
We Own the Night,28563179,54700285,22557036,28000000
We Were Soldiers,78120196,114658262,,70000000
The World's Fastest Indian,5128124,16509706,7272519,25000000
Les herbes folles,377556,1877556,,14000000
What a Girl Wants,35990505,35990505,,25000000
Whale Rider,20779666,38833352,,4300000
Walk Hard: The Dewey Cox Story,18317151,20575121,15734125,35000000
Where the Heart Is,33771174,40862054,,15000000
Whipped,4142507,4142507,,3000000
Whip It,13043363,13043363,6310163,15000000
Welcome Home Roscoe Jenkins,42436517,43607627,17066717,27500000
When a Stranger Calls,47860214,66966987,13084600,15000000
What Dreams May Come,55485043,71485043,,80000000
The White Countess,1669971,2814566,,16000000
Wicker Park,12831121,13400080,,30000000
Where the Wild Things Are,77233467,99123656,27984751,100000000
Wild Things,29795299,55576699,,20000000
Wimbledon,16862585,41862585,,35000000
Windtalkers,40914068,77628265,,115000000
Because of Winn-Dixie,32647042,33589427,,15000000
Wing Commander,11578022,11578022,,30000000
Without Limits,780326,780326,,25000000
What Just Happened,1090947,2412123,,27000000
What Lies Beneath,155464351,288693989,,90000000
Walk the Line,119519402,184319402,123216687,29000000
A Walk to Remember,41227069,46060915,,11000000
Willard,6882696,6882696,,20000000
Wild Wild West,113805681,222105681,,175000000
White Noise 2: The Light,0,8243567,,10000000
White Noise,56094360,92094360,,10000000
Wanted,134508551,340934768,71092823,75000000
Woman on Top,5018450,10192613,,8000000
The Wolf Man,61979680,142422252,18568140,150000000
X-Men Origins: Wolverine,179883157,374825760,73930122,150000000
The Women,26902075,50042410,10057074,16000000
Woo,8064972,8064972,,13000000
The Wood,25059640,25059640,,6000000
Without a Paddle,58156435,65121280,,30000000
What's the Worst That Could Happen?,32267774,38462071,,30000000
Winter Passing,107492,113783,,3500000
What Planet Are You From?,6291602,6291602,,50000000
Wordplay,3121270,3177636,,500000
The Wrestler,26236603,43236603,11912450,6000000
Walking Tall,46213824,47313824,,56000000
World Trade Center,70278893,163278893,36877248,65000000
The Watcher,28946615,47267829,,33000000
The Weather Man,12482775,15466961,16632857,20000000
Sky Captain and the World of Tomorrow,37760080,49730854,,70000000
Whiteout,10275638,12254746,3231673,35000000
The Waterboy,161491646,190191646,,23000000
Wrong Turn,15417771,28649556,,10000000
What Women Want,182805123,372100000,,65000000
The Way of the Gun,6047856,13061935,,9000000
The X-Files: I Want to Believe,20982478,68369434,16034958,35000000
The X Files: Fight the Future,83898313,189176423,,66000000
Extraordinary Measures,12482741,12697741,5267433,31000000
X-Men,157299717,334627820,,75000000
X2,214949694,407711549,,125000000
X-Men: The Last Stand,234362462,459359555,103555667,150000000
The Exploding Girl,25572,25572,,40000
The Expendables,101384023,240484023,,82000000
XXX: State of the Union,26873932,71073932,,60000000
The Yards,882710,2282710,,20000000
The Divine Secrets of the Ya-Ya Sisterhood,69586544,73826768,,27000000
You Can Count on Me,9180275,11005992,,1200000
Year One,43337279,57604723,14813995,60000000
Yes,396035,661221,,1700000
Yes Man,97690976,225990976,26601131,50000000
You Kill Me,2426851,2426851,,4000000
"Yours, Mine and Ours",53359917,72359917,26979166,45000000
You've Got Mail,115821495,250800000,,65000000
Youth in Revolt,15285588,17585588,3654607,18000000
Y Tu Mama Tambien (And Your Mother Too),13649881,33649881,,5000000
Yu-Gi-Oh,19762690,28762690,,20000000
The Young Unknowns,58163,58163,,800000
The Young Victoria,11001272,11001272,3273039,35000000
Zathura,28045540,58545540,22025352,65000000
Zero Effect,2080693,2080693,,5000000
Zoolander,45172250,60780981,,28000000
Zombieland,75590286,98690286,28281155,23600000
Zack and Miri Make a Porno,31452765,36851125,21240321,24000000
Zodiac,33080084,83080084,20983030,85000000
Zoom,11989328,12506188,6679409,35000000
The Legend of Zorro,45575336,141475336,,80000000
The Mask of Zorro,93828745,233700000,,65000000
